series_id,season_number,episode_number,episode_part,episode_title,air_date,runtime_min,episode_rating_imdb,viewership_pct,writer,director
KDR-000683,1,7,B,Ep 7: Echoes,2015-12-30,70,7.0,5.1,Park Hye-jin,Park Hyun-woo
KDR-000683,1,8,,Ep 8: First Snow,2016-01-07,60,6.7,13.8,Park Hye-jin,Park Hyun-woo
KDR-000683,1,9,A,Ep 9: Afterglow,2016-01-06,69,6.0,5.8,Park Hye-jin,Park Hyun-woo
KDR-000683,1,10,A,Ep 10: Collision,2016-01-14,54,6.7,9.7,Park Hye-jin,Park Hyun-woo
KDR-000818,1,1,A,Ep 1: Echoes,2025-12-14,82,6.3,10.5,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,2,,Ep 2: First Snow,2025-12-22,66,6.8,8.8,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,3,A,Ep 3: Promise,2025-12-21,66,6.2,2.3,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,4,,Ep 4: First Snow,2025-12-29,67,6.9,7.7,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,5,B,Ep 5: Crossroads,2025-12-28,69,6.5,10.9,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,6,,Ep 6: Promise,2026-01-05,68,6.3,5.8,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,7,,Ep 7: Confession,2026-01-04,57,7.0,7.5,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,8,,Ep 8: First Snow,2026-01-12,74,6.3,4.0,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,9,,Ep 9: Afterglow,2026-01-11,75,7.0,8.6,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,10,,Ep 10: Confession,2026-01-19,69,6.5,8.1,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,11,A,Ep 11: Afterglow,2026-01-18,77,6.6,9.7,Choi Yoon-seo,Kang Yoon-seo
KDR-000818,1,12,,Ep 12: Goodbye,2026-01-26,67,6.2,7.6,Choi Yoon-seo,Kang Yoon-seo
KDR-001794,1,1,A,Ep 1: Confession,2016-08-29,71,8.5,9.5,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,2,,Ep 2: Confession,2016-09-06,78,7.6,16.0,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,3,,Ep 3: Afterglow,2016-09-05,72,8.0,3.3,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,4,,Ep 4: Crossroads,2016-09-13,75,7.5,6.9,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,5,B,Ep 5: Echoes,2016-09-12,64,7.3,8.7,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,6,B,Ep 6: First Snow,2016-09-20,57,8.6,9.2,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,7,,Ep 7: Crossroads,2016-09-19,62,8.0,7.0,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,8,A,Ep 8: First Snow,2016-09-27,72,7.1,2.1,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,9,B,Ep 9: Promise,2016-09-26,66,7.1,3.8,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,10,,Ep 10: Goodbye,2016-10-04,65,7.4,9.0,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,11,,Ep 11: Afterglow,2016-10-03,68,7.5,5.7,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,12,B,Ep 12: Afterglow,2016-10-11,73,7.6,9.3,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,13,A,Ep 13: First Snow,2016-10-10,68,7.7,12.0,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,14,,Ep 14: Crossroads,2016-10-18,76,7.9,5.6,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,15,,Ep 15: Crossroads,2016-10-17,67,7.4,9.6,Park Yoon-seo,Choi Ji-eun
KDR-001794,1,16,,Ep 16: Goodbye,2016-10-25,68,7.3,12.7,Park Yoon-seo,Choi Ji-eun
KDR-000210,1,1,,Ep 1: Afterglow,2019-06-28,68,8.0,3.3,Park Hye-jin,Kang Ji-eun
KDR-000210,1,2,A,Ep 2: First Snow,2019-07-06,68,7.3,15.8,Park Hye-jin,Kang Ji-eun
KDR-000210,1,3,A,Ep 3: Confession,2019-07-05,66,8.0,6.1,Park Hye-jin,Kang Ji-eun
KDR-000210,1,4,A,Ep 4: Echoes,2019-07-13,68,7.6,10.9,Park Hye-jin,Kang Ji-eun
KDR-000210,1,5,,Ep 5: Promise,2019-07-12,65,8.0,9.5,Park Hye-jin,Kang Ji-eun
KDR-000210,1,6,B,Ep 6: Confession,2019-07-20,64,8.0,4.5,Park Hye-jin,Kang Ji-eun
KDR-000210,1,7,B,Ep 7: Crossroads,2019-07-19,65,7.4,10.2,Park Hye-jin,Kang Ji-eun
KDR-000210,1,8,B,Ep 8: Promise,2019-07-27,67,8.4,4.2,Park Hye-jin,Kang Ji-eun
KDR-000210,1,9,B,Ep 9: First Snow,2019-07-26,74,7.7,2.6,Park Hye-jin,Kang Ji-eun
KDR-000210,1,10,,Ep 10: Collision,2019-08-03,65,7.3,12.9,Park Hye-jin,Kang Ji-eun
KDR-000890,1,1,A,Ep 1: Goodbye,2017-02-18,56,6.7,15.6,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,2,,Ep 2: Afterglow,2017-02-26,64,6.0,14.5,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,3,,Ep 3: Crossroads,2017-02-25,71,6.3,2.1,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,4,,Ep 4: Echoes,2017-03-05,58,6.4,11.0,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,5,B,Ep 5: Promise,2017-03-04,57,6.6,2.6,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,6,A,Ep 6: Echoes,2017-03-12,60,6.0,11.1,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,7,,Ep 7: Goodbye,2017-03-11,51,5.5,6.3,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,8,,Ep 8: Crossroads,2017-03-19,59,6.4,9.4,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,9,A,Ep 9: Collision,2017-03-18,62,6.1,4.1,Jung Seo-yeon,Kim Min-jae
KDR-000890,1,10,,Ep 10: Goodbye,2017-03-26,61,5.6,18.1,Jung Seo-yeon,Kim Min-jae
KDR-000141,1,1,A,Ep 1: Confession,2023-01-14,49,7.8,11.2,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,2,,Ep 2: Afterglow,2023-01-22,58,7.1,7.1,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,3,A,Ep 3: Confession,2023-01-21,60,7.8,12.0,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,4,A,Ep 4: Promise,2023-01-29,59,7.6,5.9,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,5,B,Ep 5: Crossroads,2023-01-28,57,7.4,9.4,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,6,B,Ep 6: Echoes,2023-02-05,55,7.2,10.2,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,7,A,Ep 7: Crossroads,2023-02-04,54,7.5,6.7,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,8,B,Ep 8: First Snow,2023-02-12,69,7.8,9.6,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,9,B,Ep 9: Afterglow,2023-02-11,63,7.3,10.3,Kang Hye-jin,Kim Seo-yeon
KDR-000141,1,10,,Ep 10: Echoes,2023-02-19,59,7.1,7.7,Kang Hye-jin,Kim Seo-yeon
KDR-001445,1,1,,Ep 1: Afterglow,2021-08-14,77,8.3,6.6,Lee Ji-eun,Jung Min-jae
KDR-001445,1,2,,Ep 2: Echoes,2021-08-22,66,7.3,10.8,Lee Ji-eun,Jung Min-jae
KDR-001445,1,3,,Ep 3: First Snow,2021-08-21,71,7.6,7.8,Lee Ji-eun,Jung Min-jae
KDR-001445,1,4,,Ep 4: Crossroads,2021-08-29,62,7.5,7.9,Lee Ji-eun,Jung Min-jae
KDR-001445,1,5,A,Ep 5: Promise,2021-08-28,69,7.2,7.1,Lee Ji-eun,Jung Min-jae
KDR-001445,1,6,,Ep 6: First Snow,2021-09-05,79,7.6,6.9,Lee Ji-eun,Jung Min-jae
KDR-001445,1,7,,Ep 7: First Snow,2021-09-04,70,7.3,14.4,Lee Ji-eun,Jung Min-jae
KDR-001445,1,8,,Ep 8: Confession,2021-09-12,68,7.6,10.2,Lee Ji-eun,Jung Min-jae
KDR-001445,1,9,,Ep 9: Promise,2021-09-11,76,7.6,7.4,Lee Ji-eun,Jung Min-jae
KDR-001445,1,10,A,Ep 10: Goodbye,2021-09-19,79,8.2,7.7,Lee Ji-eun,Jung Min-jae
KDR-001445,1,11,,Ep 11: Promise,2021-09-18,70,7.5,9.7,Lee Ji-eun,Jung Min-jae
KDR-001445,1,12,,Ep 12: Crossroads,2021-09-26,66,8.0,11.8,Lee Ji-eun,Jung Min-jae
KDR-001445,1,13,B,Ep 13: Collision,2021-09-25,65,7.2,8.3,Lee Ji-eun,Jung Min-jae
KDR-001445,1,14,,Ep 14: Afterglow,2021-10-03,59,7.2,8.4,Lee Ji-eun,Jung Min-jae
KDR-001445,1,15,B,Ep 15: Echoes,2021-10-02,69,7.1,12.8,Lee Ji-eun,Jung Min-jae
KDR-001445,1,16,B,Ep 16: Crossroads,2021-10-10,64,7.4,5.9,Lee Ji-eun,Jung Min-jae
KDR-001565,1,1,,Ep 1: Afterglow,2024-02-25,59,8.6,9.4,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,2,A,Ep 2: Afterglow,2024-03-04,48,8.3,7.2,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,3,B,Ep 3: Collision,2024-03-03,58,7.9,8.1,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,4,,Ep 4: Confession,2024-03-11,55,8.0,9.0,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,5,A,Ep 5: Promise,2024-03-10,55,8.2,10.2,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,6,,Ep 6: First Snow,2024-03-18,49,8.5,2.9,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,7,,Ep 7: Collision,2024-03-17,64,7.9,8.2,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,8,,Ep 8: Crossroads,2024-03-25,51,8.4,14.8,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,9,B,Ep 9: Crossroads,2024-03-24,52,8.4,11.3,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,10,B,Ep 10: Goodbye,2024-04-01,56,8.8,6.1,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,11,,Ep 11: Crossroads,2024-03-31,59,7.8,4.9,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,12,,Ep 12: Echoes,2024-04-08,61,8.6,2.6,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,13,,Ep 13: Crossroads,2024-04-07,51,8.0,6.6,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,14,A,Ep 14: Crossroads,2024-04-15,68,8.1,11.3,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,15,A,Ep 15: Goodbye,2024-04-14,54,7.2,3.1,Park Hyun-woo,Jung Seo-yeon
KDR-001565,1,16,B,Ep 16: Goodbye,2024-04-22,56,7.8,10.2,Park Hyun-woo,Jung Seo-yeon
KDR-001884,1,1,A,Ep 1: Collision,2016-04-26,60,7.7,10.1,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,2,,Ep 2: Promise,2016-05-04,84,8.2,13.3,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,3,B,Ep 3: Echoes,2016-05-03,62,9.2,9.0,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,4,A,Ep 4: Promise,2016-05-11,61,8.2,10.1,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,5,,Ep 5: Goodbye,2016-05-10,69,7.4,8.3,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,6,B,Ep 6: Crossroads,2016-05-18,75,8.1,7.6,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,7,,Ep 7: Afterglow,2016-05-17,80,8.4,11.1,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,8,A,Ep 8: Confession,2016-05-25,76,9.0,9.3,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,9,B,Ep 9: Goodbye,2016-05-24,78,8.6,13.8,Choi Yoon-seo,Lee Seo-jun
KDR-001884,1,10,,Ep 10: Confession,2016-06-01,58,8.2,8.1,Choi Yoon-seo,Lee Seo-jun
KDR-001583,1,1,B,Ep 1: Goodbye,2019-03-06,70,6.9,9.8,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,2,,Ep 2: Confession,2019-03-14,82,8.4,9.9,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,3,,Ep 3: Collision,2019-03-13,68,6.9,5.0,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,4,B,Ep 4: Promise,2019-03-21,59,7.8,11.5,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,5,,Ep 5: Goodbye,2019-03-20,63,7.1,11.2,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,6,,Ep 6: Afterglow,2019-03-28,59,7.6,12.5,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,7,,Ep 7: Echoes,2019-03-27,72,7.8,9.6,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,8,,Ep 8: Goodbye,2019-04-04,70,7.7,8.0,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,9,B,Ep 9: Goodbye,2019-04-03,68,7.8,4.2,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,10,,Ep 10: Afterglow,2019-04-11,75,8.3,12.0,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,11,,Ep 11: Crossroads,2019-04-10,77,7.4,10.4,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,12,,Ep 12: Echoes,2019-04-18,69,7.6,13.1,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,13,B,Ep 13: Goodbye,2019-04-17,75,7.3,5.1,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,14,A,Ep 14: Promise,2019-04-25,66,7.9,5.2,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,15,,Ep 15: Crossroads,2019-04-24,77,7.7,3.8,Kang Min-jae,Lee Yoon-seo
KDR-001583,1,16,,Ep 16: Crossroads,2019-05-02,59,7.3,10.8,Kang Min-jae,Lee Yoon-seo
KDR-001186,1,1,,Ep 1: First Snow,2024-01-15,59,7.5,11.4,Choi Min-jae,Lee Ji-eun
KDR-001186,1,2,,Ep 2: Confession,2024-01-23,62,7.8,11.3,Choi Min-jae,Lee Ji-eun
KDR-001186,1,3,A,Ep 3: Collision,2024-01-22,64,6.6,10.4,Choi Min-jae,Lee Ji-eun
KDR-001186,1,4,B,Ep 4: Afterglow,2024-01-30,70,6.7,7.4,Choi Min-jae,Lee Ji-eun
KDR-001186,1,5,A,Ep 5: Collision,2024-01-29,52,7.4,12.3,Choi Min-jae,Lee Ji-eun
KDR-001186,1,6,A,Ep 6: Collision,2024-02-06,53,6.7,9.8,Choi Min-jae,Lee Ji-eun
KDR-001186,1,7,,Ep 7: Promise,2024-02-05,61,7.3,10.8,Choi Min-jae,Lee Ji-eun
KDR-001186,1,8,B,Ep 8: Goodbye,2024-02-13,60,6.4,14.4,Choi Min-jae,Lee Ji-eun
KDR-001186,1,9,,Ep 9: Goodbye,2024-02-12,58,7.2,9.6,Choi Min-jae,Lee Ji-eun
KDR-001186,1,10,,Ep 10: Goodbye,2024-02-20,55,7.4,8.0,Choi Min-jae,Lee Ji-eun
KDR-001186,1,11,,Ep 11: Echoes,2024-02-19,62,7.8,0.2,Choi Min-jae,Lee Ji-eun
KDR-001186,1,12,A,Ep 12: First Snow,2024-02-27,65,7.3,1.6,Choi Min-jae,Lee Ji-eun
KDR-001186,1,13,B,Ep 13: Goodbye,2024-02-26,63,6.8,6.8,Choi Min-jae,Lee Ji-eun
KDR-001186,1,14,B,Ep 14: Goodbye,2024-03-05,55,6.7,14.8,Choi Min-jae,Lee Ji-eun
KDR-001186,1,15,,Ep 15: Afterglow,2024-03-04,60,7.8,0.2,Choi Min-jae,Lee Ji-eun
KDR-001186,1,16,B,Ep 16: Goodbye,2024-03-12,50,7.5,10.7,Choi Min-jae,Lee Ji-eun
KDR-001739,1,1,A,Ep 1: Promise,2020-11-09,71,6.9,11.8,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,2,,Ep 2: Confession,2020-11-17,62,6.6,6.7,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,3,,Ep 3: Echoes,2020-11-16,59,6.6,7.2,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,4,,Ep 4: Confession,2020-11-24,71,7.1,10.3,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,5,,Ep 5: Crossroads,2020-11-23,56,6.7,8.9,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,6,B,Ep 6: Collision,2020-12-01,71,6.6,6.7,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,7,,Ep 7: Confession,2020-11-30,69,6.4,9.8,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,8,B,Ep 8: Promise,2020-12-08,59,6.4,9.1,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,9,,Ep 9: Goodbye,2020-12-07,57,6.5,9.8,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,10,,Ep 10: Crossroads,2020-12-15,53,6.8,0.9,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,11,A,Ep 11: Confession,2020-12-14,69,6.6,6.0,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,12,B,Ep 12: Goodbye,2020-12-22,54,6.7,6.1,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,13,A,Ep 13: Crossroads,2020-12-21,60,7.2,2.2,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,14,,Ep 14: Goodbye,2020-12-29,51,6.7,7.8,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,15,,Ep 15: First Snow,2020-12-28,65,6.8,10.9,Jung Seo-yeon,Park Seo-yeon
KDR-001739,1,16,A,Ep 16: Confession,2021-01-05,57,6.8,6.5,Jung Seo-yeon,Park Seo-yeon
KDR-000966,1,1,,Ep 1: Crossroads,2018-09-10,52,6.5,6.3,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,2,A,Ep 2: Afterglow,2018-09-18,65,6.8,8.6,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,3,B,Ep 3: Promise,2018-09-17,48,6.9,12.3,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,4,A,Ep 4: Crossroads,2018-09-25,58,7.5,6.0,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,5,,Ep 5: Echoes,2018-09-24,49,7.6,0.7,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,6,B,Ep 6: Collision,2018-10-02,56,7.5,5.3,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,7,,Ep 7: Confession,2018-10-01,55,7.4,11.3,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,8,B,Ep 8: Goodbye,2018-10-09,52,7.4,14.2,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,9,A,Ep 9: Crossroads,2018-10-08,62,6.9,4.7,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,10,B,Ep 10: Crossroads,2018-10-16,45,7.2,11.2,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,11,,Ep 11: Confession,2018-10-15,53,7.6,4.6,Kim Seo-yeon,Choi Seo-jun
KDR-000966,1,12,A,Ep 12: Echoes,2018-10-23,53,7.8,13.4,Kim Seo-yeon,Choi Seo-jun
KDR-000712,1,1,B,Ep 1: Goodbye,2015-11-22,59,8.1,11.3,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,2,,Ep 2: Confession,2015-11-30,61,8.1,8.0,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,3,,Ep 3: Goodbye,2015-11-29,61,8.1,6.2,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,4,A,Ep 4: Echoes,2015-12-07,52,7.4,1.6,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,5,A,Ep 5: Afterglow,2015-12-06,72,8.1,14.0,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,6,A,Ep 6: Echoes,2015-12-14,57,8.2,9.8,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,7,,Ep 7: Collision,2015-12-13,60,7.6,13.1,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,8,,Ep 8: Collision,2015-12-21,57,7.0,8.1,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,9,A,Ep 9: Collision,2015-12-20,59,7.9,9.5,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,10,,Ep 10: Promise,2015-12-28,66,7.1,8.3,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,11,,Ep 11: Crossroads,2015-12-27,51,7.6,6.7,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,12,B,Ep 12: Echoes,2016-01-04,60,7.9,15.8,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,13,A,Ep 13: Crossroads,2016-01-03,64,8.0,6.2,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,14,,Ep 14: Promise,2016-01-11,60,8.2,9.7,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,15,,Ep 15: Afterglow,2016-01-10,53,7.6,5.3,Jung Ji-eun,Park Yoon-seo
KDR-000712,1,16,,Ep 16: Promise,2016-01-18,64,8.0,12.8,Jung Ji-eun,Park Yoon-seo
KDR-001274,1,1,,Ep 1: Confession,2024-11-19,66,7.8,10.0,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,2,B,Ep 2: Crossroads,2024-11-27,54,7.2,6.2,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,3,,Ep 3: Promise,2024-11-26,59,8.0,10.1,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,4,,Ep 4: Afterglow,2024-12-04,65,7.8,5.2,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,5,,Ep 5: Crossroads,2024-12-03,58,8.4,9.6,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,6,,Ep 6: Promise,2024-12-11,52,7.4,8.3,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,7,A,Ep 7: First Snow,2024-12-10,59,7.4,12.1,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,8,,Ep 8: Echoes,2024-12-18,69,7.7,9.3,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,9,,Ep 9: Goodbye,2024-12-17,62,7.5,9.7,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,10,B,Ep 10: First Snow,2024-12-25,69,8.6,7.9,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,11,,Ep 11: Afterglow,2024-12-24,78,8.6,5.6,Park Ji-hoon,Jung Ji-eun
KDR-001274,1,12,,Ep 12: Crossroads,2025-01-01,57,8.3,11.1,Park Ji-hoon,Jung Ji-eun
KDR-001832,1,1,B,Ep 1: Crossroads,2018-08-22,65,7.9,11.1,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,2,B,Ep 2: Echoes,2018-08-30,49,7.5,9.9,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,3,,Ep 3: Echoes,2018-08-29,48,8.3,9.5,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,4,,Ep 4: Promise,2018-09-06,54,7.6,7.1,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,5,,Ep 5: Collision,2018-09-05,49,7.6,11.9,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,6,B,Ep 6: First Snow,2018-09-13,62,8.2,12.1,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,7,A,Ep 7: Confession,2018-09-12,54,8.1,0.9,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,8,,Ep 8: Goodbye,2018-09-20,47,7.9,7.9,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,9,,Ep 9: Echoes,2018-09-19,56,9.0,8.3,Lee Hyun-woo,Kang Ji-hoon
KDR-001832,1,10,B,Ep 10: Goodbye,2018-09-27,59,8.3,3.4,Lee Hyun-woo,Kang Ji-hoon
KDR-000866,1,1,B,Ep 1: Echoes,2016-08-30,63,7.6,10.0,Park Min-jae,Kim Seo-yeon
KDR-000866,1,2,,Ep 2: Echoes,2016-09-07,43,7.4,6.6,Park Min-jae,Kim Seo-yeon
KDR-000866,1,3,,Ep 3: Crossroads,2016-09-06,51,8.4,10.2,Park Min-jae,Kim Seo-yeon
KDR-000866,1,4,B,Ep 4: Collision,2016-09-14,52,7.5,8.7,Park Min-jae,Kim Seo-yeon
KDR-000866,1,5,,Ep 5: Crossroads,2016-09-13,57,7.5,4.4,Park Min-jae,Kim Seo-yeon
KDR-000866,1,6,A,Ep 6: Afterglow,2016-09-21,63,7.4,4.5,Park Min-jae,Kim Seo-yeon
KDR-000866,1,7,A,Ep 7: First Snow,2016-09-20,53,7.7,4.4,Park Min-jae,Kim Seo-yeon
KDR-000866,1,8,,Ep 8: Promise,2016-09-28,59,7.7,5.3,Park Min-jae,Kim Seo-yeon
KDR-000866,1,9,A,Ep 9: Crossroads,2016-09-27,53,7.1,9.5,Park Min-jae,Kim Seo-yeon
KDR-000866,1,10,B,Ep 10: Confession,2016-10-05,59,8.0,7.4,Park Min-jae,Kim Seo-yeon
KDR-000866,1,11,,Ep 11: Afterglow,2016-10-04,61,7.0,11.0,Park Min-jae,Kim Seo-yeon
KDR-000866,1,12,,Ep 12: Confession,2016-10-12,56,7.8,3.7,Park Min-jae,Kim Seo-yeon
KDR-000011,1,1,B,Ep 1: Crossroads,2022-02-14,48,8.6,3.1,Kang Min-jae,Kang Seo-jun
KDR-000011,1,2,B,Ep 2: Goodbye,2022-02-22,54,8.1,17.0,Kang Min-jae,Kang Seo-jun
KDR-000011,1,3,B,Ep 3: Confession,2022-02-21,58,8.6,5.4,Kang Min-jae,Kang Seo-jun
KDR-000011,1,4,B,Ep 4: Confession,2022-03-01,66,8.4,10.1,Kang Min-jae,Kang Seo-jun
KDR-000011,1,5,,Ep 5: Promise,2022-02-28,57,8.8,7.0,Kang Min-jae,Kang Seo-jun
KDR-000011,1,6,,Ep 6: Goodbye,2022-03-08,58,8.6,8.6,Kang Min-jae,Kang Seo-jun
KDR-000011,1,7,,Ep 7: Goodbye,2022-03-07,70,8.6,0.2,Kang Min-jae,Kang Seo-jun
KDR-000011,1,8,A,Ep 8: Crossroads,2022-03-15,52,8.6,5.9,Kang Min-jae,Kang Seo-jun
KDR-000011,1,9,B,Ep 9: Collision,2022-03-14,47,8.3,6.8,Kang Min-jae,Kang Seo-jun
KDR-000011,1,10,,Ep 10: Confession,2022-03-22,69,8.6,4.4,Kang Min-jae,Kang Seo-jun
KDR-000011,1,11,,Ep 11: Afterglow,2022-03-21,65,9.4,8.9,Kang Min-jae,Kang Seo-jun
KDR-000011,1,12,B,Ep 12: Goodbye,2022-03-29,55,8.9,7.2,Kang Min-jae,Kang Seo-jun
KDR-000011,1,13,,Ep 13: First Snow,2022-03-28,54,8.3,8.6,Kang Min-jae,Kang Seo-jun
KDR-000011,1,14,A,Ep 14: Afterglow,2022-04-05,55,8.4,4.6,Kang Min-jae,Kang Seo-jun
KDR-000011,1,15,,Ep 15: Collision,2022-04-04,56,9.3,6.1,Kang Min-jae,Kang Seo-jun
