series_id,person_id,person_name,role_type,character_name,episodes_appeared,agency,is_guest
KDR-000329,P234362,Im Yoon-seo,Support,Choi Jisoo,4,YG,False
KDR-000329,P291918,Cho Seo-jun,Cameo,Lee Harin,7,Cube,False
KDR-000329,P897381,Cho Min-jae,Lead,Jung Seojin,7,JYP,False
KDR-001041,P493719,Kang Seo-yeon,Guest,Kim Eunwoo,3,Jellyfish,False
KDR-001041,P700439,Lee Seo-yeon,Support,Han Harin,9,JYP,False
KDR-001041,P269847,Im Seo-yeon,Support,Lee Hana,8,JYP,True
KDR-001041,P174576,Kang Min-jae,Cameo,Choi Jisoo,1,YG,False
KDR-001041,P489328,Lee Hye-jin,Lead,Lee Hana,8,SM,False
KDR-000319,P138923,Yoon Hye-jin,Guest,Park Harin,7,Cube,True
KDR-000319,P623439,Park Hye-jin,Support,Jung Hyejin,4,SOOP,False
KDR-000319,P969797,Kim Seo-jun,Guest,Choi Joon,6,Jellyfish,True
KDR-000319,P316860,Jung Seo-yeon,Support,Han Hyejin,7,Cube,False
KDR-000319,P403596,Kim Seo-yeon,Guest,Lee Harin,8,KeyEast,False
KDR-000319,P661948,Choi Hyun-woo,Lead,Jung Minho,4,SM,False
KDR-001538,P281863,Yoon Seo-yeon,Support,Kim Taeyang,7,P Nation,False
KDR-001538,P839399,Choi Seo-yeon,Support,Park Eunwoo,7,YG,False
KDR-001538,P537458,Park Seo-yeon,Lead,Kim Hana,10,BH Ent.,False
KDR-001538,P431278,Jung Min-jae,Guest,Ahn Seojin,10,Jellyfish,False
KDR-001538,P573228,Choi Seo-yeon,Support,Song Taeyang,8,YG,True
KDR-001519,P656831,Im Seo-jun,Support,Park Harin,1,JYP,False
KDR-001519,P468828,Yoon Hye-jin,Cameo,Jung Minho,8,SM,True
KDR-001519,P981183,Choi Hyun-woo,Lead,Jung Hana,7,JYP,True
KDR-001519,P414421,Im Seo-yeon,Support,Kang Taeyang,5,BH Ent.,False
KDR-001519,P835462,Yoon Min-jae,Lead,Han Eunwoo,5,C-JeS,False
KDR-001519,P576532,Park Min-jae,Support,Song Jisoo,10,YG,False
KDR-001519,P877912,Cho Seo-yeon,Support,Choi Seojin,10,C-JeS,False
KDR-001519,P358799,Kang Seo-jun,Lead,Park Joon,5,C-JeS,False
KDR-001742,P305836,Kim Ji-hoon,Support,Song Minho,7,JYP,True
KDR-001742,P453422,Kang Hyun-woo,Support,Han Minho,6,P Nation,False
KDR-001742,P804741,Yoon Min-jae,Guest,Kim Seojin,4,C-JeS,False
KDR-001742,P653643,Kang Seo-yeon,Guest,Lee Seojin,7,C-JeS,False
KDR-001742,P615953,Cho Seo-yeon,Lead,Yoon Jiwon,8,YG,True
KDR-000168,P816140,Lee Ji-hoon,Lead,Yoon Joon,5,BH Ent.,False
KDR-000168,P530443,Choi Yoon-seo,Cameo,Jung Hyejin,6,SM,False
KDR-000168,P216658,Yoon Ji-hoon,Cameo,Song Taeyang,7,SM,False
KDR-000168,P950945,Lee Seo-yeon,Lead,Han Hana,12,C-JeS,False
KDR-000168,P907733,Park Yoon-seo,Support,Ahn Hana,4,SOOP,False
KDR-000168,P966455,Yoon Hyun-woo,Lead,Kim Eunwoo,12,SOOP,False
KDR-000168,P560138,Kang Min-jae,Guest,Kim Jiwon,9,BH Ent.,False
KDR-000013,P990151,Park Ji-hoon,Cameo,Kang Joon,3,YG,False
KDR-000013,P514708,Yoon Seo-yeon,Lead,Han Hyejin,9,P Nation,False
KDR-000013,P542335,Park Hyun-woo,Cameo,Song Jisoo,1,Jellyfish,True
KDR-000013,P455874,Jang Seo-jun,Cameo,Park Seojin,6,YG,False
KDR-000013,P234899,Jung Hyun-woo,Support,Jung Jisoo,5,SM,False
KDR-001937,P689971,Cho Hyun-woo,Cameo,Lee Joon,8,KeyEast,False
KDR-001937,P457266,Park Min-jae,Support,Kim Eunwoo,10,YG,False
KDR-001937,P247042,Cho Ji-eun,Guest,Lee Eunwoo,8,SOOP,False
KDR-001937,P526740,Lee Yoon-seo,Cameo,Jung Hyejin,8,JYP,False
KDR-001937,P233013,Park Seo-jun,Cameo,Lee Jisoo,11,BH Ent.,False
KDR-000172,P787167,Jung Seo-jun,Lead,Kang Eunwoo,1,KeyEast,False
KDR-000172,P232937,Park Seo-yeon,Cameo,Jung Harin,5,Jellyfish,False
KDR-000172,P767179,Kim Yoon-seo,Lead,Song Joon,3,Jellyfish,False
KDR-000172,P832308,Yoon Yoon-seo,Guest,Han Seojin,2,Jellyfish,False
KDR-000172,P648738,Park Hye-jin,Lead,Jung Jiwon,2,YG,True
KDR-000172,P978680,Yoon Yoon-seo,Cameo,Kim Hana,1,Cube,False
KDR-000172,P842509,Im Min-jae,Support,Choi Jiwon,3,SM,False
KDR-000650,P963488,Yoon Min-jae,Support,Lee Hana,3,P Nation,False
KDR-000650,P123520,Cho Seo-jun,Support,Ahn Joon,6,SM,False
KDR-000650,P190606,Lee Ji-eun,Support,Choi Hana,10,YG,False
KDR-000650,P994454,Lee Seo-jun,Support,Han Joon,3,JYP,True
KDR-000650,P986812,Kim Hyun-woo,Guest,Lee Joon,8,SM,False
KDR-001901,P663332,Cho Seo-yeon,Cameo,Kim Taeyang,4,P Nation,False
KDR-001901,P479961,Park Seo-yeon,Support,Park Hana,4,SM,True
KDR-001901,P235926,Cho Ji-eun,Guest,Ahn Minho,1,YG,False
KDR-001901,P104716,Park Yoon-seo,Support,Park Joon,9,SM,False
KDR-001901,P958660,Jang Seo-jun,Guest,Choi Minho,4,C-JeS,False
KDR-000261,P668539,Yoon Min-jae,Support,Ahn Harin,10,Jellyfish,False
KDR-000261,P613705,Choi Hyun-woo,Support,Lee Jiwon,14,KeyEast,False
KDR-000261,P563871,Im Seo-yeon,Guest,Song Jisoo,16,Cube,False
KDR-000261,P111354,Yoon Min-jae,Guest,Ahn Harin,7,YG,False
KDR-000261,P516347,Kim Ji-eun,Lead,Ahn Jisoo,13,C-JeS,False
KDR-000261,P658643,Jang Seo-jun,Lead,Kim Seojin,8,SOOP,False
KDR-001392,P375617,Kim Seo-jun,Support,Yoon Hana,2,YG,False
KDR-001392,P556244,Im Yoon-seo,Support,Lee Joon,9,Jellyfish,True
KDR-001392,P314825,Kim Hyun-woo,Cameo,Choi Harin,3,P Nation,False
KDR-001392,P631362,Kang Min-jae,Guest,Lee Taeyang,2,YG,True
KDR-001392,P241408,Choi Seo-yeon,Support,Jung Jiwon,7,SOOP,False
KDR-001392,P547231,Kang Hye-jin,Guest,Ahn Jisoo,10,P Nation,False
KDR-001392,P223612,Park Seo-jun,Support,Choi Harin,9,C-JeS,False
KDR-001481,P624371,Jang Hye-jin,Support,Han Eunwoo,9,SOOP,False
KDR-001481,P717758,Kang Yoon-seo,Lead,Park Hana,5,JYP,False
KDR-001481,P355886,Cho Ji-hoon,Cameo,Ahn Hana,10,SOOP,False
KDR-001481,P509290,Kim Yoon-seo,Support,Kang Seojin,8,BH Ent.,False
KDR-001481,P959515,Im Ji-hoon,Support,Choi Taeyang,8,JYP,False
KDR-001481,P989906,Kim Ji-eun,Support,Choi Joon,10,C-JeS,False
KDR-000902,P181278,Im Hyun-woo,Support,Choi Joon,7,SOOP,False
KDR-000902,P754315,Choi Min-jae,Guest,Lee Joon,8,BH Ent.,False
KDR-000902,P489941,Kang Hyun-woo,Support,Song Eunwoo,1,JYP,True
KDR-000902,P153231,Lee Min-jae,Lead,Lee Eunwoo,1,P Nation,False
KDR-000902,P704758,Yoon Yoon-seo,Lead,Song Taeyang,9,JYP,False
KDR-000902,P456574,Kim Min-jae,Cameo,Choi Seojin,6,C-JeS,True
KDR-000673,P799564,Cho Seo-yeon,Guest,Kang Hana,11,KeyEast,False
KDR-000673,P352377,Cho Yoon-seo,Cameo,Song Jisoo,8,C-JeS,False
KDR-000673,P568306,Jung Seo-jun,Cameo,Yoon Taeyang,8,SM,False
KDR-000673,P396423,Im Seo-jun,Guest,Jung Jiwon,5,Jellyfish,False
KDR-000673,P115217,Park Hyun-woo,Cameo,Choi Taeyang,12,BH Ent.,False
KDR-000673,P512280,Kang Seo-yeon,Cameo,Kang Jiwon,13,P Nation,False
KDR-000673,P335308,Lee Ji-hoon,Lead,Yoon Hyejin,9,SM,False
KDR-000259,P211790,Kim Hyun-woo,Support,Jung Harin,10,C-JeS,False
KDR-000259,P939659,Park Seo-yeon,Cameo,Kang Harin,1,BH Ent.,False
KDR-000259,P105341,Kang Seo-jun,Guest,Lee Jiwon,7,SM,False
KDR-000259,P696835,Park Ji-eun,Support,Choi Hana,7,YG,False
KDR-000259,P883641,Jang Seo-jun,Cameo,Song Minho,5,Jellyfish,False
KDR-000259,P812043,Kim Seo-yeon,Cameo,Lee Seojin,8,KeyEast,False
KDR-000259,P500061,Kim Hyun-woo,Lead,Choi Eunwoo,3,Jellyfish,True
KDR-000259,P385640,Jung Min-jae,Support,Song Hana,2,KeyEast,False
KDR-000845,P645309,Park Seo-jun,Lead,Song Jiwon,8,SOOP,True
KDR-000845,P556161,Kang Seo-jun,Guest,Choi Minho,5,JYP,False
KDR-000845,P481368,Lee Min-jae,Guest,Park Taeyang,5,JYP,False
KDR-000845,P434386,Cho Yoon-seo,Guest,Ahn Hyejin,4,C-JeS,False
KDR-000845,P474567,Lee Min-jae,Guest,Lee Hana,1,SOOP,False
KDR-000845,P685325,Kim Hyun-woo,Support,Yoon Taeyang,7,SM,False
KDR-000868,P850678,Park Yoon-seo,Cameo,Ahn Seojin,9,YG,True
KDR-000868,P413309,Im Seo-yeon,Cameo,Kim Hyejin,6,YG,True
KDR-000868,P386601,Cho Seo-yeon,Support,Song Minho,8,BH Ent.,False
KDR-000868,P718448,Kim Ji-hoon,Support,Ahn Hyejin,13,BH Ent.,False
KDR-000868,P609603,Kim Seo-jun,Support,Lee Seojin,10,P Nation,False
KDR-000868,P808384,Choi Seo-jun,Support,Park Jiwon,9,KeyEast,False
KDR-000868,P847256,Jang Hye-jin,Lead,Ahn Harin,5,Cube,False
KDR-001201,P916985,Choi Yoon-seo,Cameo,Han Hana,10,Jellyfish,False
KDR-001201,P101383,Cho Min-jae,Guest,Choi Seojin,1,C-JeS,True
KDR-001201,P689736,Jung Ji-hoon,Support,Park Minho,2,Jellyfish,False
KDR-001201,P405904,Kang Min-jae,Support,Jung Taeyang,9,JYP,False
KDR-001201,P209493,Lee Ji-eun,Support,Yoon Jiwon,1,P Nation,False
KDR-001201,P302319,Kang Hye-jin,Cameo,Han Hana,7,SM,False
KDR-001201,P947181,Yoon Hyun-woo,Support,Kim Hyejin,5,BH Ent.,False
KDR-001201,P445025,Jang Seo-jun,Cameo,Han Harin,6,Cube,False
KDR-000139,P360155,Choi Seo-yeon,Support,Jung Eunwoo,5,SOOP,False
KDR-000139,P476402,Yoon Seo-yeon,Lead,Kang Jisoo,11,SOOP,False
KDR-000139,P146225,Yoon Hye-jin,Lead,Park Harin,8,BH Ent.,True
KDR-000139,P358673,Jung Seo-yeon,Guest,Park Jisoo,10,YG,False
KDR-000139,P146136,Kang Min-jae,Support,Jung Eunwoo,6,SOOP,False
KDR-000894,P694913,Kim Ji-hoon,Support,Kim Joon,15,SOOP,True
KDR-000894,P163889,Jang Min-jae,Guest,Song Seojin,9,SM,False
KDR-000894,P986656,Im Hyun-woo,Support,Park Minho,8,SOOP,False
KDR-000894,P881675,Kang Seo-jun,Support,Park Hana,2,P Nation,False
KDR-000894,P106668,Jang Hye-jin,Cameo,Ahn Minho,8,YG,False
KDR-000894,P971519,Cho Ji-hoon,Guest,Han Minho,4,Jellyfish,True
KDR-000894,P776866,Park Yoon-seo,Guest,Park Harin,7,BH Ent.,False
KDR-000894,P574778,Cho Ji-hoon,Lead,Han Eunwoo,7,SOOP,False
KDR-001848,P848714,Lee Hye-jin,Support,Kang Taeyang,10,SM,True
KDR-001848,P914314,Im Ji-eun,Cameo,Choi Seojin,8,JYP,True
KDR-001848,P954988,Choi Seo-jun,Lead,Jung Eunwoo,8,Cube,True
KDR-001848,P508971,Im Ji-hoon,Support,Jung Seojin,7,SOOP,False
KDR-001848,P523372,Jung Yoon-seo,Guest,Kim Minho,8,KeyEast,False
KDR-001848,P396137,Cho Hyun-woo,Support,Jung Eunwoo,13,BH Ent.,True
KDR-000550,P134218,Jang Ji-hoon,Support,Song Hana,8,SM,False
KDR-000550,P659873,Park Yoon-seo,Cameo,Lee Jiwon,9,C-JeS,False
KDR-000550,P155347,Park Hye-jin,Support,Choi Hana,6,P Nation,False
KDR-000550,P865278,Choi Hye-jin,Support,Yoon Jiwon,6,P Nation,False
KDR-000550,P749160,Cho Seo-jun,Support,Park Eunwoo,9,KeyEast,False
KDR-000320,P733986,Park Ji-eun,Cameo,Han Eunwoo,8,Cube,False
KDR-000320,P365910,Kang Ji-eun,Lead,Song Harin,9,Cube,False
KDR-000320,P523831,Kang Yoon-seo,Guest,Yoon Hyejin,14,SM,False
KDR-000320,P206421,Kim Yoon-seo,Guest,Jung Hana,11,Cube,False
KDR-000320,P611436,Choi Seo-jun,Support,Park Hyejin,6,P Nation,False
KDR-000320,P358567,Kang Hye-jin,Cameo,Ahn Eunwoo,8,SOOP,False
KDR-000320,P609085,Cho Ji-hoon,Guest,Kim Harin,11,YG,False
KDR-000320,P691129,Im Seo-yeon,Lead,Park Harin,8,SOOP,False
KDR-001868,P890415,Cho Min-jae,Support,Ahn Minho,12,JYP,False
KDR-001868,P729077,Lee Ji-eun,Support,Kim Minho,12,KeyEast,False
KDR-001868,P663474,Jung Seo-yeon,Lead,Song Taeyang,10,BH Ent.,False
KDR-001868,P199669,Kim Ji-eun,Guest,Ahn Minho,6,KeyEast,False
KDR-001868,P834772,Park Seo-yeon,Support,Song Seojin,5,Cube,False
KDR-001868,P730345,Im Yoon-seo,Guest,Han Taeyang,11,Jellyfish,False
KDR-001868,P740729,Yoon Seo-jun,Support,Yoon Jisoo,12,P Nation,False
KDR-001243,P247168,Im Seo-jun,Lead,Ahn Taeyang,6,KeyEast,False
KDR-001243,P919636,Cho Hyun-woo,Cameo,Kang Joon,8,Jellyfish,True
KDR-001243,P701002,Kang Hyun-woo,Lead,Kim Jiwon,9,JYP,False
KDR-001243,P765435,Im Yoon-seo,Cameo,Jung Harin,10,Jellyfish,False
KDR-001243,P711507,Kang Hyun-woo,Lead,Kang Minho,8,C-JeS,False
KDR-001243,P990151,Cho Hyun-woo,Cameo,Yoon Seojin,10,Jellyfish,False
KDR-001243,P396974,Jung Ji-hoon,Cameo,Han Seojin,9,BH Ent.,False
KDR-001670,P564543,Kim Yoon-seo,Guest,Kang Seojin,14,JYP,False
KDR-001670,P142882,Kang Hyun-woo,Cameo,Kim Joon,11,JYP,False
KDR-001670,P917695,Yoon Ji-hoon,Lead,Choi Seojin,5,Jellyfish,False
KDR-001670,P818143,Kang Hye-jin,Guest,Lee Minho,6,C-JeS,False
KDR-001670,P273550,Im Seo-yeon,Support,Jung Eunwoo,8,SOOP,True
KDR-000559,P425441,Kim Seo-yeon,Guest,Choi Taeyang,8,SM,False
KDR-000559,P731369,Choi Seo-jun,Lead,Jung Hana,6,BH Ent.,False
KDR-000559,P687357,Kim Min-jae,Support,Kim Eunwoo,2,Jellyfish,True
KDR-000559,P349188,Park Ji-eun,Cameo,Song Seojin,6,JYP,False
KDR-000559,P298201,Cho Seo-yeon,Support,Han Hana,8,Cube,False
KDR-000140,P231810,Park Ji-eun,Lead,Kang Jiwon,9,C-JeS,False
KDR-000140,P666763,Kim Hye-jin,Lead,Kang Minho,6,SOOP,False
KDR-000140,P669457,Yoon Hye-jin,Support,Han Hana,8,Jellyfish,False
KDR-000140,P145540,Choi Yoon-seo,Support,Kang Minho,10,Cube,False
KDR-000140,P798169,Kang Ji-eun,Support,Park Jiwon,13,Cube,False
KDR-000140,P276265,Choi Ji-eun,Guest,Choi Minho,5,SM,False
KDR-000140,P364572,Yoon Seo-yeon,Support,Kang Harin,15,Jellyfish,True
KDR-001744,P195128,Yoon Seo-jun,Guest,Ahn Seojin,5,SOOP,False
KDR-001744,P197927,Im Yoon-seo,Lead,Jung Hyejin,5,Jellyfish,False
KDR-001744,P888651,Lee Ji-eun,Guest,Han Seojin,7,KeyEast,False
KDR-001744,P739733,Kang Yoon-seo,Cameo,Jung Minho,7,KeyEast,True
KDR-001744,P948805,Choi Ji-hoon,Support,Yoon Taeyang,6,YG,False
KDR-001744,P959323,Kim Seo-yeon,Guest,Choi Harin,1,Jellyfish,False
KDR-001744,P502235,Kang Ji-eun,Support,Song Joon,10,Jellyfish,False
KDR-000532,P697610,Jang Hye-jin,Support,Han Taeyang,6,SM,False
KDR-000532,P531744,Jang Ji-hoon,Support,Han Jisoo,6,JYP,True
KDR-000532,P563893,Im Min-jae,Lead,Yoon Minho,13,SM,False
KDR-000532,P921185,Im Yoon-seo,Cameo,Han Jiwon,12,SM,False
KDR-000532,P334200,Im Ji-hoon,Support,Park Jisoo,6,SM,False
KDR-000225,P851978,Choi Seo-yeon,Support,Han Seojin,5,Cube,False
KDR-000225,P204029,Kang Min-jae,Guest,Park Jiwon,8,P Nation,False
KDR-000225,P313123,Cho Seo-yeon,Cameo,Choi Joon,1,Cube,False
KDR-000225,P375336,Choi Hye-jin,Guest,Yoon Taeyang,4,YG,False
KDR-000225,P537957,Cho Min-jae,Support,Kang Taeyang,6,KeyEast,False
KDR-000225,P376967,Jung Ji-eun,Support,Yoon Harin,6,SM,False
KDR-000724,P765233,Park Ji-eun,Support,Han Jisoo,9,KeyEast,False
KDR-000724,P224678,Park Ji-hoon,Lead,Lee Harin,5,JYP,False
KDR-000724,P783571,Jung Hyun-woo,Support,Jung Jisoo,12,JYP,True
KDR-000724,P631645,Cho Seo-yeon,Support,Park Harin,7,Cube,True
KDR-000724,P739399,Jang Yoon-seo,Support,Yoon Hana,8,P Nation,False
KDR-000724,P505232,Jang Seo-yeon,Guest,Park Joon,7,YG,False
KDR-000724,P301222,Im Seo-yeon,Lead,Lee Jiwon,7,Cube,False
KDR-000724,P257018,Kang Ji-eun,Support,Lee Taeyang,9,SOOP,False
KDR-000787,P958957,Cho Seo-yeon,Cameo,Lee Harin,9,P Nation,False
KDR-000787,P189912,Jung Ji-eun,Lead,Choi Hyejin,5,Cube,False
KDR-000787,P408790,Choi Yoon-seo,Support,Han Minho,1,JYP,False
KDR-000787,P953982,Lee Hyun-woo,Lead,Jung Jisoo,7,SM,False
KDR-000787,P297237,Jang Seo-yeon,Support,Ahn Seojin,8,BH Ent.,False
KDR-001727,P228323,Kang Seo-yeon,Support,Han Taeyang,5,Cube,False
KDR-001727,P206512,Jung Seo-jun,Lead,Kim Hyejin,6,SM,False
KDR-001727,P247492,Jung Hye-jin,Support,Han Seojin,6,YG,False
KDR-001727,P581150,Jung Seo-yeon,Support,Park Harin,6,SOOP,True
KDR-001727,P719290,Kang Hyun-woo,Support,Park Eunwoo,6,SOOP,False
KDR-001727,P321175,Park Hye-jin,Support,Han Harin,7,Cube,True
KDR-001727,P373966,Lee Hye-jin,Lead,Han Joon,11,Jellyfish,False
KDR-001727,P727632,Kang Min-jae,Lead,Kang Seojin,2,JYP,True
KDR-001014,P132524,Kang Ji-hoon,Cameo,Kim Minho,4,KeyEast,False
KDR-001014,P596052,Im Min-jae,Support,Jung Hyejin,11,Jellyfish,False
KDR-001014,P290548,Jang Yoon-seo,Support,Park Seojin,8,KeyEast,False
KDR-001014,P783685,Park Ji-eun,Support,Song Joon,7,KeyEast,False
KDR-001014,P101872,Lee Seo-jun,Cameo,Choi Joon,6,P Nation,False
KDR-000410,P972425,Lee Yoon-seo,Support,Lee Hana,14,P Nation,False
KDR-000410,P434146,Park Hye-jin,Guest,Kim Eunwoo,13,JYP,False
KDR-000410,P896019,Jang Yoon-seo,Lead,Park Seojin,14,YG,False
KDR-000410,P293232,Jung Ji-eun,Support,Song Seojin,7,BH Ent.,False
KDR-000410,P366164,Choi Yoon-seo,Lead,Park Joon,9,C-JeS,False
KDR-000410,P893096,Yoon Ji-eun,Guest,Kang Minho,9,SOOP,False
KDR-000410,P378568,Cho Hye-jin,Support,Yoon Hana,13,YG,False
KDR-000410,P711905,Choi Hyun-woo,Lead,Han Minho,6,KeyEast,False
KDR-000326,P508555,Yoon Ji-hoon,Support,Choi Eunwoo,6,JYP,True
KDR-000326,P964000,Yoon Seo-yeon,Cameo,Choi Harin,4,JYP,True
KDR-000326,P398125,Park Seo-yeon,Guest,Ahn Joon,1,Cube,False
KDR-000326,P869037,Kim Seo-yeon,Cameo,Yoon Hyejin,8,BH Ent.,False
KDR-000326,P299810,Kang Hye-jin,Support,Han Jiwon,8,C-JeS,False
KDR-001746,P255783,Cho Ji-hoon,Guest,Song Harin,7,BH Ent.,True
KDR-001746,P985189,Park Hye-jin,Guest,Han Joon,10,Cube,False
KDR-001746,P585118,Kim Hyun-woo,Lead,Ahn Hana,8,BH Ent.,False
KDR-001746,P982444,Park Yoon-seo,Support,Jung Joon,5,SM,True
KDR-001746,P245018,Yoon Hyun-woo,Support,Kim Joon,11,KeyEast,False
KDR-001746,P843427,Jung Ji-eun,Cameo,Choi Jiwon,5,KeyEast,False
KDR-001746,P105628,Park Yoon-seo,Support,Han Eunwoo,7,P Nation,False
KDR-001746,P262367,Jang Seo-yeon,Cameo,Park Seojin,5,BH Ent.,True
KDR-000300,P772727,Cho Seo-jun,Guest,Kang Minho,9,BH Ent.,True
KDR-000300,P489238,Kim Ji-eun,Guest,Yoon Harin,8,YG,False
KDR-000300,P523619,Cho Seo-yeon,Lead,Kang Hana,10,Jellyfish,False
KDR-000300,P871080,Kim Yoon-seo,Lead,Yoon Hana,14,SM,False
KDR-000300,P550422,Choi Seo-yeon,Support,Han Jiwon,6,P Nation,False
KDR-000300,P866483,Cho Yoon-seo,Guest,Han Jisoo,11,Jellyfish,False
KDR-001270,P258534,Jung Ji-hoon,Guest,Jung Joon,1,BH Ent.,False
KDR-001270,P170211,Yoon Yoon-seo,Lead,Song Taeyang,8,SM,False
KDR-001270,P786398,Park Hye-jin,Support,Kang Minho,5,Cube,True
KDR-001270,P213185,Cho Seo-jun,Cameo,Lee Hana,8,YG,True
KDR-001270,P937191,Lee Yoon-seo,Support,Song Taeyang,9,YG,False
KDR-001270,P774650,Choi Min-jae,Support,Ahn Eunwoo,8,KeyEast,False
KDR-001270,P884391,Lee Ji-hoon,Lead,Park Joon,6,KeyEast,False
KDR-001147,P185889,Lee Yoon-seo,Guest,Yoon Joon,4,YG,False
KDR-001147,P335778,Park Min-jae,Support,Yoon Joon,2,KeyEast,False
KDR-001147,P995617,Kang Ji-hoon,Lead,Song Hyejin,7,KeyEast,False
KDR-001147,P350201,Kang Ji-eun,Support,Han Eunwoo,1,P Nation,True
KDR-001147,P118040,Choi Min-jae,Support,Kang Eunwoo,11,C-JeS,True
KDR-001147,P487217,Jung Min-jae,Support,Jung Hyejin,8,BH Ent.,False
KDR-001147,P917900,Kang Hye-jin,Support,Han Jiwon,4,JYP,False
KDR-001147,P939311,Park Ji-hoon,Cameo,Yoon Joon,5,YG,True
KDR-000026,P184718,Kim Ji-hoon,Support,Song Minho,9,SM,False
KDR-000026,P348673,Choi Hyun-woo,Guest,Lee Joon,2,BH Ent.,False
KDR-000026,P223309,Jang Hye-jin,Lead,Ahn Joon,5,Cube,True
KDR-000026,P874953,Lee Hyun-woo,Cameo,Jung Eunwoo,2,SOOP,False
KDR-000026,P477058,Jang Hyun-woo,Guest,Han Minho,8,Cube,False
KDR-000026,P694161,Yoon Min-jae,Support,Choi Harin,7,BH Ent.,False
KDR-000026,P969511,Jung Ji-hoon,Support,Kim Joon,4,SM,False
KDR-000026,P620806,Park Ji-hoon,Cameo,Han Harin,6,KeyEast,False
KDR-001869,P224292,Jang Hyun-woo,Lead,Lee Seojin,4,KeyEast,False
KDR-001869,P346477,Yoon Ji-eun,Cameo,Kang Jisoo,7,KeyEast,False
KDR-001869,P617553,Yoon Yoon-seo,Lead,Kang Jisoo,4,C-JeS,False
KDR-001869,P959905,Kim Min-jae,Support,Yoon Harin,5,JYP,True
KDR-001869,P729245,Lee Yoon-seo,Lead,Jung Eunwoo,2,JYP,False
KDR-001869,P238044,Kang Seo-jun,Guest,Lee Jisoo,4,KeyEast,False
KDR-000715,P535252,Lee Hyun-woo,Lead,Kim Hana,10,KeyEast,False
KDR-000715,P261514,Jang Yoon-seo,Lead,Song Jiwon,11,P Nation,False
KDR-000715,P402114,Yoon Min-jae,Support,Kang Taeyang,9,BH Ent.,False
KDR-000715,P757586,Jung Ji-eun,Support,Kim Seojin,5,SM,False
KDR-000715,P927542,Cho Seo-jun,Support,Ahn Taeyang,8,Jellyfish,False
KDR-000715,P649255,Lee Hyun-woo,Lead,Ahn Hana,11,SOOP,True
KDR-000715,P986417,Lee Seo-jun,Cameo,Ahn Hyejin,7,SM,False
KDR-000715,P599276,Park Yoon-seo,Support,Song Taeyang,11,SOOP,False
KDR-001967,P209210,Kim Hye-jin,Support,Kim Seojin,3,C-JeS,False
KDR-001967,P123670,Jang Hyun-woo,Lead,Park Hyejin,1,Cube,False
KDR-001967,P946589,Kang Hye-jin,Support,Han Seojin,4,Cube,False
KDR-001967,P623753,Im Hye-jin,Guest,Yoon Seojin,6,P Nation,False
KDR-001967,P389054,Park Yoon-seo,Cameo,Song Jisoo,8,YG,False
KDR-001967,P198547,Jung Hye-jin,Lead,Jung Jiwon,11,P Nation,True
KDR-001967,P722221,Choi Hye-jin,Support,Park Jisoo,7,SOOP,False
KDR-000194,P954614,Im Yoon-seo,Lead,Han Harin,10,YG,False
KDR-000194,P813653,Park Seo-yeon,Cameo,Jung Harin,5,SOOP,False
KDR-000194,P587753,Choi Seo-yeon,Cameo,Choi Hyejin,9,P Nation,False
KDR-000194,P107324,Yoon Hyun-woo,Cameo,Park Joon,1,Cube,False
KDR-000194,P178416,Kim Hyun-woo,Lead,Kim Joon,4,YG,False
KDR-000194,P406944,Yoon Seo-yeon,Support,Lee Taeyang,8,YG,False
KDR-000194,P787649,Lee Seo-yeon,Guest,Ahn Hyejin,6,P Nation,False
KDR-000441,P230947,Lee Yoon-seo,Support,Han Eunwoo,13,BH Ent.,False
KDR-000441,P937049,Yoon Hye-jin,Support,Yoon Minho,11,KeyEast,False
KDR-000441,P757235,Im Seo-jun,Cameo,Yoon Seojin,6,KeyEast,False
KDR-000441,P368942,Yoon Ji-hoon,Lead,Ahn Jiwon,9,Cube,False
KDR-000441,P714871,Jang Seo-jun,Cameo,Park Jisoo,4,C-JeS,True
KDR-000574,P165750,Lee Hyun-woo,Lead,Kang Hana,7,C-JeS,False
KDR-000574,P817484,Kim Yoon-seo,Support,Lee Hana,10,SM,False
KDR-000574,P675401,Lee Min-jae,Support,Kang Taeyang,6,SOOP,True
KDR-000574,P994873,Jang Seo-yeon,Cameo,Han Hana,9,YG,False
KDR-000574,P918876,Kim Hye-jin,Cameo,Han Seojin,9,C-JeS,False
KDR-000947,P846044,Lee Ji-eun,Guest,Kang Hyejin,12,C-JeS,False
KDR-000947,P126198,Cho Ji-hoon,Guest,Lee Hana,9,YG,False
KDR-000947,P148779,Kim Yoon-seo,Support,Park Jiwon,12,Cube,False
KDR-000947,P591152,Cho Hyun-woo,Cameo,Kang Taeyang,5,Cube,False
KDR-000947,P303695,Yoon Hyun-woo,Guest,Ahn Hana,13,Cube,False
KDR-000998,P211120,Im Seo-jun,Cameo,Yoon Harin,9,KeyEast,True
KDR-000998,P163442,Jang Min-jae,Support,Song Hana,11,JYP,True
KDR-000998,P725209,Park Seo-yeon,Cameo,Kang Jiwon,9,SM,True
KDR-000998,P527586,Kang Hyun-woo,Lead,Lee Eunwoo,15,Cube,True
KDR-000998,P363267,Park Ji-eun,Lead,Kang Seojin,12,JYP,False
