series_id,title,release_year,status,platform,ott_availability,weekday_slot,time_slot_kr,episodes,avg_episode_length_min,total_runtime_min,genres,ip_source,director,writer,lead_actor,lead_actress,start_date,end_date,imdb_rating,mydramalist_rating,synopsis,ingestion_ts,last_updated_ts
KDR-001669,Radiant Love,2022,Completed,SBS,Apple TV+;Netflix;Prime Video,Sat-Sun,21:00,10,60,600,Fantasy;Legal,Based on Novel,Kim Ji-eun,Jung Ji-eun,Choi Hyun-woo,Lee Hyun-woo,2022-04-13,2022-05-25,6.5,8.6,"Radiant Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001759,The Silent Echo,2022,Completed,SBS,TVING,Sat-Sun,22:00,16,70,1120,Medical,Remake (JP),Kim Yoon-seo,Choi Hyun-woo,Kang Ji-eun,Choi Hye-jin,2022-02-22,2022-04-26,8.0,8.0,"The Silent Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001904,Jeju Love,2016,Completed,Disney+,Apple TV+;Prime Video,Wed-Thu,22:00,16,60,960,Medical;Romance,Web Novel,Lee Ji-eun,Kang Min-jae,Lee Seo-yeon,Choi Ji-eun,2016-04-28,2016-06-30,8.1,8.6,"Jeju Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001653,City of Busan,2016,Completed,KBS2,Prime Video,Sat-Sun,21:30,10,70,700,Comedy,Remake (JP),Kang Seo-yeon,Park Hye-jin,Park Hyun-woo,Lee Yoon-seo,2016-12-30,2017-02-10,6.7,8.1,"City of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000905,Garden of Incheon,2021,Completed,Netflix,Apple TV+,Mon-Tue,22:00,12,70,840,Fantasy;Romance,Based on Novel,Jung Seo-jun,Lee Min-jae,Kim Seo-yeon,Jung Ji-hoon,2021-01-28,2021-03-18,7.4,7.9,"Garden of Incheon: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000821,Electric Memory,2020,Completed,SBS,Prime Video,Mon-Tue,21:00,16,60,960,Action;Medical;Thriller,Web Novel,Jung Ji-eun,Park Hye-jin,Choi Seo-yeon,Lee Ji-eun,2020-06-17,2020-08-19,7.2,8.6,"Electric Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001835,Night of Daegu,2025,Ongoing,SBS,Apple TV+;Prime Video;TVING,Sat-Sun,21:30,10,70,700,Legal,Based on Novel,Lee Hye-jin,Kang Yoon-seo,Kim Seo-jun,Jung Min-jae,2025-07-10,2025-08-21,7.5,8.5,"Night of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000991,Memory of Jeju,2020,Completed,Disney+,Prime Video,Fri-Sat,22:00,16,55,880,Romance,Web Novel,Kim Seo-jun,Jung Hyun-woo,Kang Hyun-woo,Jung Seo-yeon,2020-12-31,2021-03-04,6.9,7.8,"Memory of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001054,Misty Garden,2020,Completed,SBS,Disney+;Netflix,Fri-Sat,22:00,10,70,700,Mystery;Romance,Based on Novel,Jung Ji-eun,Park Hyun-woo,Park Min-jae,Kang Min-jae,2020-01-28,2020-03-10,8.4,8.4,"Misty Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000665,The Golden Dream,2023,Completed,SBS,Prime Video;TVING,Wed-Thu,22:00,10,70,700,Comedy;Thriller,Based on Novel,Choi Hyun-woo,Jung Hyun-woo,Park Hyun-woo,Choi Ji-hoon,2023-12-02,2024-01-13,6.7,7.9,"The Golden Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000143,Electric Promise,2020,Completed,Netflix,Apple TV+;Prime Video;TVING,Mon-Tue,21:00,16,60,960,Action;Thriller,Webtoon,Lee Yoon-seo,Kang Ji-hoon,Kim Min-jae,Kim Min-jae,2020-01-24,2020-03-27,8.1,8.2,"Electric Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001525,Seoul Love,2023,Completed,MBC,Disney+;Prime Video,Fri-Sat,22:00,10,70,700,Action;Thriller,Webtoon,Park Hyun-woo,Choi Seo-yeon,Jung Ji-hoon,Lee Hye-jin,2023-11-25,2024-01-06,7.2,8.5,"Seoul Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001437,Busan Shadow,2019,Completed,MBC,TVING;Viki,Mon-Tue,22:00,16,55,880,Action;Comedy;Legal,Web Novel,Kang Min-jae,Park Ji-hoon,Kang Min-jae,Kang Seo-jun,2019-02-23,2019-04-27,7.0,8.3,"Busan Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000865,Gyeonggi Dream,2023,Completed,JTBC,Netflix,Fri-Sat,21:00,12,60,720,Comedy;Legal;Romance,Original,Jung Hye-jin,Lee Seo-yeon,Kang Hyun-woo,Lee Yoon-seo,2023-06-19,2023-08-07,7.6,8.7,"Gyeonggi Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000422,The Velvet Season,2022,Completed,SBS,Disney+,Mon-Tue,22:00,12,55,660,Action;Fantasy,Webtoon,Park Hyun-woo,Park Ji-eun,Jung Hyun-woo,Jung Ji-hoon,2022-03-19,2022-05-07,8.0,7.9,"The Velvet Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000637,Dream of Busan,2021,Completed,tvN,Prime Video,Fri-Sat,21:30,16,70,1120,Action;Legal;Thriller,Web Novel,Park Hye-jin,Park Min-jae,Jung Hye-jin,Choi Ji-hoon,2021-03-13,2021-05-15,8.0,7.5,"Dream of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001920,The Lonely Season,2022,Completed,Prime Video,Disney+;TVING,Mon-Tue,22:00,16,70,1120,Medical,Based on Novel,Choi Hyun-woo,Lee Yoon-seo,Kim Ji-eun,Kang Hye-jin,2022-10-10,2022-12-12,8.2,8.2,"The Lonely Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000800,Seoul Echo,2018,Completed,KBS2,TVING,Wed-Thu,22:00,12,70,840,Medical,Original,Lee Ji-hoon,Kang Seo-yeon,Kang Hye-jin,Choi Seo-jun,2018-06-04,2018-07-23,7.8,8.3,"Seoul Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001853,Misty Memory,2018,Completed,KBS2,Apple TV+;Disney+;Prime Video,Wed-Thu,22:00,10,60,600,Fantasy;Legal,Based on Novel,Choi Seo-jun,Kang Seo-jun,Kang Ji-eun,Lee Yoon-seo,2018-08-05,2018-09-16,7.8,8.3,"Misty Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000616,Golden Love,2019,Completed,KBS2,Apple TV+;TVING,Mon-Tue,21:30,12,55,660,Action;Mystery,Based on Novel,Choi Yoon-seo,Kim Min-jae,Choi Seo-jun,Kim Ji-eun,2019-12-27,2020-02-14,8.1,8.0,"Golden Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000295,The Silent Night,2017,Completed,KBS2,Disney+,Mon-Tue,22:00,12,70,840,Action;Romance;Thriller,Web Novel,Kim Hye-jin,Choi Min-jae,Lee Hyun-woo,Kim Ji-hoon,2017-08-27,2017-10-15,8.6,8.4,"The Silent Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000940,Jeju Garden,2017,Completed,Disney+,Disney+;Viki,Mon-Tue,22:00,12,55,660,Comedy;Legal;Medical,Original,Kang Seo-yeon,Lee Yoon-seo,Jung Seo-jun,Kang Seo-jun,2017-07-07,2017-08-25,9.0,9.1,"Jeju Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001761,Shadow of Busan,2019,Completed,SBS,Prime Video;TVING,Sat-Sun,21:30,16,70,1120,Legal,Remake (JP),Park Ji-eun,Kang Seo-yeon,Park Min-jae,Jung Hye-jin,2019-01-16,2019-03-20,7.0,8.6,"Shadow of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001913,Jeju Season,2016,Completed,Disney+,Netflix,Sat-Sun,22:00,12,55,660,Medical,Based on Novel,Park Min-jae,Kim Ji-eun,Kim Seo-yeon,Kang Hyun-woo,2016-01-23,2016-03-12,6.4,7.6,"Jeju Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000089,Hidden Shadow,2021,Completed,Netflix,Prime Video,Fri-Sat,21:00,12,55,660,Medical,Original,Jung Min-jae,Choi Min-jae,Park Seo-yeon,Choi Hyun-woo,2021-01-30,2021-03-20,8.2,8.4,"Hidden Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000042,The Radiant Love,2017,Completed,MBC,Apple TV+;Disney+;Netflix,Fri-Sat,22:00,12,60,720,Action;Comedy;Mystery,Web Novel,Lee Min-jae,Lee Hyun-woo,Lee Yoon-seo,Jung Hyun-woo,2017-05-11,2017-06-29,7.8,7.8,"The Radiant Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001812,Season of Seoul,2021,Completed,MBC,Prime Video;Viki,Sat-Sun,22:00,12,55,660,Action;Thriller,Web Novel,Lee Hye-jin,Kang Min-jae,Kim Yoon-seo,Lee Yoon-seo,2021-12-10,2022-01-28,8.7,8.0,"Season of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001944,Electric Season,2016,Completed,JTBC,TVING;Viki,Sat-Sun,21:30,10,60,600,Legal,Webtoon,Choi Ji-eun,Park Yoon-seo,Kang Min-jae,Kim Yoon-seo,2016-01-02,2016-02-13,6.7,8.4,"Electric Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000132,The Lonely City,2023,Completed,tvN,Viki,Sat-Sun,21:30,16,60,960,Fantasy;Romance,Web Novel,Park Ji-eun,Park Hyun-woo,Kim Hyun-woo,Choi Ji-hoon,2023-07-18,2023-09-19,6.5,8.4,"The Lonely City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001008,Lonely Season,2017,Completed,JTBC,Disney+;Netflix,Wed-Thu,21:30,10,60,600,Comedy,Original,Lee Seo-jun,Jung Yoon-seo,Jung Yoon-seo,Choi Hyun-woo,2017-08-28,2017-10-09,7.4,7.8,"Lonely Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001908,Hidden City,2022,Completed,tvN,Disney+;Netflix,Fri-Sat,21:00,12,60,720,Action;Mystery,Based on Novel,Kang Ji-hoon,Kim Hyun-woo,Park Ji-hoon,Kim Seo-jun,2022-07-07,2022-08-25,7.4,7.9,"Hidden City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001111,Shadow of Seoul,2021,Completed,KBS2,Apple TV+;Prime Video,Wed-Thu,21:00,12,60,720,Comedy;Fantasy,Remake (JP),Kim Seo-jun,Choi Seo-yeon,Lee Hyun-woo,Kim Ji-hoon,2021-07-14,2021-09-01,6.4,8.1,"Shadow of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001865,The Silent Promise,2015,Completed,tvN,Netflix;Prime Video,Mon-Tue,22:00,16,60,960,Action;Legal;Medical,Web Novel,Kang Yoon-seo,Kang Min-jae,Lee Seo-yeon,Kim Hyun-woo,2015-07-22,2015-09-23,7.6,8.0,"The Silent Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001352,Daegu Garden,2017,Completed,MBC,Apple TV+,Wed-Thu,22:00,12,70,840,Legal;Mystery,Webtoon,Park Hyun-woo,Park Hye-jin,Lee Seo-jun,Kang Seo-yeon,2017-09-04,2017-10-23,8.0,8.0,"Daegu Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001507,Busan Season,2018,Completed,Prime Video,Disney+,Sat-Sun,22:00,16,70,1120,Mystery,Original,Lee Min-jae,Kang Min-jae,Jung Seo-jun,Lee Hye-jin,2018-12-25,2019-02-26,7.9,8.2,"Busan Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000165,Hidden Garden,2016,Completed,MBC,Netflix;TVING;Viki,Wed-Thu,21:30,10,60,600,Comedy;Mystery;Thriller,Webtoon,Kim Seo-jun,Kang Hyun-woo,Lee Hyun-woo,Jung Ji-hoon,2016-07-20,2016-08-31,8.1,8.1,"Hidden Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000725,Love of Seoul,2016,Completed,tvN,Prime Video,Mon-Tue,22:00,16,55,880,Fantasy,Original,Choi Hyun-woo,Kang Yoon-seo,Lee Seo-yeon,Choi Seo-yeon,2016-06-19,2016-08-21,7.4,8.4,"Love of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000291,Season of Incheon,2020,Completed,tvN,Apple TV+;Prime Video,Wed-Thu,22:00,16,60,960,Fantasy;Romance;Thriller,Based on Novel,Kang Ji-hoon,Lee Hye-jin,Kang Ji-hoon,Lee Ji-hoon,2020-06-04,2020-08-06,7.5,8.0,"Season of Incheon: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001871,The Hidden Memory,2016,Completed,JTBC,Netflix;Prime Video,Mon-Tue,22:00,16,70,1120,Thriller,Web Novel,Kim Seo-yeon,Jung Hye-jin,Kang Seo-jun,Kang Hye-jin,2016-04-20,2016-06-22,6.8,8.3,"The Hidden Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001544,The Electric Memory,2025,Ongoing,SBS,Prime Video;TVING;Viki,Fri-Sat,21:00,10,70,700,Fantasy;Thriller,Webtoon,Kim Hye-jin,Kim Hyun-woo,Kim Hye-jin,Jung Seo-yeon,2025-02-13,2025-03-27,7.9,8.4,"The Electric Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001907,Memory of Jeju,2020,Completed,JTBC,Apple TV+;Prime Video;TVING,Fri-Sat,21:00,12,70,840,Action;Comedy;Fantasy,Based on Novel,Choi Ji-hoon,Choi Yoon-seo,Jung Hyun-woo,Jung Min-jae,2020-07-14,2020-09-01,6.5,8.0,"Memory of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001922,The Silent Love,2022,Completed,Netflix,Netflix,Mon-Tue,22:00,12,70,840,Action;Legal,Web Novel,Jung Yoon-seo,Kang Min-jae,Kang Ji-eun,Kang Yoon-seo,2022-05-01,2022-06-19,7.8,8.7,"The Silent Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001369,Night of Seoul,2021,Completed,MBC,Apple TV+;Disney+;Netflix,Mon-Tue,21:30,10,55,550,Fantasy;Medical;Thriller,Web Novel,Park Ji-eun,Park Hye-jin,Jung Seo-yeon,Choi Seo-jun,2021-12-10,2022-01-21,8.2,8.2,"Night of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000779,The Radiant Garden,2024,Completed,Netflix,Prime Video,Wed-Thu,21:00,16,55,880,Comedy;Fantasy;Thriller,Remake (JP),Choi Yoon-seo,Jung Yoon-seo,Lee Seo-yeon,Lee Yoon-seo,2024-06-04,2024-08-06,7.8,8.0,"The Radiant Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000840,The Golden Echo,2023,Completed,Prime Video,Disney+;Netflix,Mon-Tue,21:00,10,70,700,Medical,Remake (JP),Park Min-jae,Choi Yoon-seo,Kim Ji-hoon,Lee Seo-yeon,2023-11-12,2023-12-24,7.5,8.4,"The Golden Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000349,The Velvet Dream,2020,Completed,Netflix,Netflix;Viki,Fri-Sat,22:00,16,60,960,Action,Based on Novel,Kim Ji-eun,Choi Hyun-woo,Choi Min-jae,Kim Ji-eun,2020-12-05,2021-02-06,7.8,7.6,"The Velvet Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001955,Memory of Incheon,2022,Completed,Prime Video,Disney+;Netflix;TVING,Fri-Sat,21:30,12,55,660,Legal;Mystery,Web Novel,Lee Hyun-woo,Jung Min-jae,Kim Hye-jin,Choi Yoon-seo,2022-07-31,2022-09-18,8.3,8.4,"Memory of Incheon: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000572,The Radiant Dream,2021,Completed,Disney+,Disney+;Netflix;Viki,Fri-Sat,21:30,10,55,550,Medical,Remake (JP),Kang Seo-yeon,Park Min-jae,Kim Hyun-woo,Jung Hye-jin,2021-04-14,2021-05-26,8.2,7.8,"The Radiant Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000918,The Velvet Echo,2024,Completed,SBS,Apple TV+;Viki,Sat-Sun,21:00,10,55,550,Medical,Original,Kang Hyun-woo,Kang Hyun-woo,Jung Min-jae,Jung Ji-eun,2024-08-26,2024-10-07,6.9,8.9,"The Velvet Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000983,Lonely Season,2024,Completed,Netflix,Disney+;Prime Video,Fri-Sat,21:30,16,55,880,Action;Fantasy;Medical,Webtoon,Choi Seo-yeon,Choi Ji-eun,Jung Hyun-woo,Kang Hye-jin,2024-02-06,2024-04-09,8.5,8.2,"Lonely Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001897,Gyeonggi Season,2017,Completed,Disney+,Viki,Sat-Sun,21:30,12,55,660,Comedy,Webtoon,Kang Seo-jun,Lee Ji-eun,Jung Ji-hoon,Choi Seo-jun,2017-09-13,2017-11-01,8.2,8.0,"Gyeonggi Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001477,Golden Echo,2015,Completed,SBS,Disney+;Netflix,Fri-Sat,22:00,12,60,720,Action;Legal,Original,Kim Ji-hoon,Jung Hyun-woo,Jung Seo-yeon,Lee Yoon-seo,2015-12-07,2016-01-25,7.8,8.6,"Golden Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001600,Seoul Garden,2024,Completed,JTBC,Apple TV+;Prime Video;TVING,Fri-Sat,22:00,10,70,700,Comedy;Mystery;Thriller,Web Novel,Lee Seo-yeon,Jung Yoon-seo,Kim Ji-eun,Lee Seo-yeon,2024-02-02,2024-03-15,8.3,8.1,"Seoul Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001325,Echo of Gyeonggi,2019,Completed,JTBC,Viki,Mon-Tue,22:00,10,55,550,Comedy;Medical,Original,Jung Min-jae,Lee Min-jae,Lee Hye-jin,Lee Hyun-woo,2019-06-02,2019-07-14,7.9,8.3,"Echo of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001855,Promise of Daegu,2025,Ongoing,Netflix,Apple TV+;Netflix;TVING,Sat-Sun,22:00,10,70,700,Legal;Medical;Thriller,Based on Novel,Jung Seo-jun,Kang Min-jae,Park Seo-jun,Kim Ji-eun,2025-07-13,2025-08-24,7.8,9.0,"Promise of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000137,The Silent Night,2015,Completed,Netflix,Netflix;TVING;Viki,Mon-Tue,22:00,12,55,660,Fantasy;Legal,Web Novel,Kang Ji-hoon,Kang Ji-eun,Choi Hye-jin,Lee Ji-hoon,2015-04-19,2015-06-07,7.9,7.9,"The Silent Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000459,Night of Gyeonggi,2021,Completed,MBC,Disney+;Prime Video,Fri-Sat,21:30,16,70,1120,Mystery,Remake (JP),Jung Seo-jun,Jung Ji-hoon,Choi Seo-yeon,Jung Seo-yeon,2021-06-08,2021-08-10,6.9,8.1,"Night of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000376,Gyeonggi Promise,2023,Completed,MBC,Disney+,Wed-Thu,21:00,12,55,660,Action;Medical;Mystery,Based on Novel,Kang Min-jae,Park Seo-jun,Park Ji-eun,Kang Hyun-woo,2023-07-01,2023-08-19,8.9,8.3,"Gyeonggi Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001707,Velvet Memory,2015,Completed,Prime Video,Netflix;Prime Video;TVING,Fri-Sat,22:00,10,60,600,Action;Comedy;Romance,Remake (JP),Kim Ji-eun,Jung Hye-jin,Lee Seo-jun,Jung Seo-jun,2015-07-18,2015-08-29,7.4,8.0,"Velvet Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000334,Shadow of Incheon,2024,Completed,Prime Video,Netflix;Prime Video,Sat-Sun,22:00,12,55,660,Fantasy;Legal;Romance,Original,Choi Min-jae,Lee Yoon-seo,Park Seo-jun,Park Ji-hoon,2024-11-21,2025-01-09,7.8,8.2,"Shadow of Incheon: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001166,Radiant Promise,2024,Completed,Prime Video,Netflix;TVING;Viki,Wed-Thu,21:30,10,60,600,Legal;Mystery,Web Novel,Park Seo-yeon,Jung Seo-jun,Kim Seo-yeon,Choi Hyun-woo,2024-12-02,2025-01-13,8.0,8.8,"Radiant Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001770,Seoul Garden,2021,Completed,Disney+,Viki,Mon-Tue,21:30,12,70,840,Action;Comedy;Mystery,Based on Novel,Kim Yoon-seo,Choi Ji-hoon,Jung Yoon-seo,Jung Ji-eun,2021-09-07,2021-10-26,7.3,7.8,"Seoul Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001466,Promise of Gyeonggi,2018,Completed,Prime Video,TVING,Wed-Thu,22:00,10,60,600,Comedy;Thriller,Original,Jung Ji-hoon,Kang Seo-jun,Jung Seo-yeon,Lee Seo-yeon,2018-10-30,2018-12-11,7.3,7.9,"Promise of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000817,Misty Dream,2019,Completed,Prime Video,Disney+;Prime Video,Fri-Sat,22:00,16,70,1120,Fantasy;Thriller,Remake (JP),Park Min-jae,Lee Min-jae,Kang Hye-jin,Kim Ji-eun,2019-04-07,2019-06-09,7.4,8.5,"Misty Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001121,Silent Memory,2018,Completed,JTBC,Apple TV+,Wed-Thu,21:00,12,70,840,Medical,Remake (JP),Choi Seo-jun,Park Seo-jun,Lee Ji-eun,Kim Min-jae,2018-11-26,2019-01-14,8.2,8.8,"Silent Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001449,Daegu City,2023,Completed,MBC,Netflix,Wed-Thu,21:30,16,60,960,Legal;Medical,Webtoon,Lee Hye-jin,Jung Min-jae,Choi Ji-eun,Kim Hyun-woo,2023-10-07,2023-12-09,6.5,8.3,"Daegu City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001867,The Radiant Shadow,2015,Completed,JTBC,Disney+,Sat-Sun,21:30,16,55,880,Legal;Mystery;Romance,Webtoon,Lee Seo-yeon,Lee Ji-eun,Jung Seo-jun,Jung Min-jae,2015-06-02,2015-08-04,7.7,7.2,"The Radiant Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001824,Season of Gyeonggi,2018,Completed,Disney+,Disney+;Netflix;Prime Video,Fri-Sat,22:00,12,55,660,Mystery;Thriller,Webtoon,Park Seo-jun,Kang Ji-eun,Kim Yoon-seo,Kim Min-jae,2018-12-09,2019-01-27,5.5,7.6,"Season of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001024,Night of Busan,2020,Completed,SBS,Disney+,Fri-Sat,22:00,16,70,1120,Medical;Thriller,Webtoon,Lee Yoon-seo,Choi Hye-jin,Kim Seo-jun,Choi Seo-jun,2020-10-04,2020-12-06,7.0,8.4,"Night of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000911,The Velvet Love,2016,Completed,Prime Video,Apple TV+;Netflix;Viki,Sat-Sun,22:00,16,55,880,Action;Mystery,Based on Novel,Kang Seo-jun,Choi Hyun-woo,Kim Yoon-seo,Jung Ji-eun,2016-06-07,2016-08-09,6.8,8.0,"The Velvet Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001940,Velvet Dream,2025,Ongoing,SBS,Apple TV+;Disney+;Netflix,Wed-Thu,22:00,12,70,840,Mystery,Remake (JP),Kim Ji-hoon,Park Hyun-woo,Jung Min-jae,Lee Yoon-seo,2025-04-10,2025-05-29,7.5,8.4,"Velvet Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001132,The Misty Night,2024,Completed,Netflix,Netflix,Mon-Tue,21:30,12,70,840,Action;Fantasy,Original,Kim Ji-eun,Lee Seo-yeon,Kim Yoon-seo,Lee Seo-yeon,2024-01-17,2024-03-06,6.8,7.9,"The Misty Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000329,Misty Garden,2020,Completed,Disney+,Apple TV+;Disney+;TVING,Fri-Sat,21:00,10,60,600,Action,Remake (JP),Kang Seo-yeon,Kim Ji-hoon,Jung Yoon-seo,Jung Min-jae,2020-11-17,2020-12-29,8.0,8.0,"Misty Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
